"date_r","volume","high","low","war","window_borrowing"
"2014-09-19","25634","8.1","7","7.8032","0"
"2014-09-22","24179.2","8.05","7","7.7688","0"
"2014-09-23","28759.6","8","7","7.5817","0"
"2014-09-24","25950","7.8","6.25","7.2874","0"
"2014-09-25","24721","7.8","6.25","7.0638","0"
"2014-09-26","21735","7.3","6.25","6.9027","0"
"2014-09-30","14670","7.15","6.25","6.7706","0"
"2014-10-01","22650","7","6.25","6.6977","0"
"2014-10-02","19515","7","6.15","6.6707","0"
"2014-10-03","24155","7","6.25","6.6983","0"
"2014-10-06","26200","7","6","6.6515","0"
"2014-10-07","21650","6.9","5.85","6.5861","0"
"2014-10-08","12325","6.8","5.85","6.4773","0"
"2014-10-09","9845","6.7","5.85","6.4602","0"
"2014-10-10","17225","6.6","5.4","6.1625","0"
"2014-10-13","14175","6.4","5.4","5.9673","0"
"2014-10-14","14115","6.1","5.5","5.8148","0"
"2014-10-15","19455","7.15","5.4","5.9258","0"
"2014-10-16","22010","7.15","5.4","6.0574","0"
"2014-10-17","12350","7.1","5.9","6.6733","0"
"2014-10-21","12835.8","7.25","5.75","6.8474","0"
"2014-10-22","15410.4","7.5","5.95","6.9079","0"
"2014-10-23","16401.6","7.5","6","7.0594","0"
"2014-10-24","22988","8","6","7.1322","0"
"2014-10-27","17156.9","8.05","6.5","7.2586","0"
"2014-10-28","15750","8","6.5","7.2943","0"
"2014-10-29","15425","8.5","6.5","7.4348","0"
"2014-10-30","22878","8.2","6.75","7.5529","0"
"2014-10-31","22660","8.2","6.85","7.6312","0"
"2014-11-03","18630","8.2","6.5","7.5861","0"
"2014-11-04","20089","8","6.5","7.4446","0"
"2014-11-05","19348","7.8","6.5","7.2798","0"
"2014-11-06","19209.2","7.5","6.4","7.1146","0"
"2014-11-07","17825","7.3","6.4","6.8044","0"
"2014-11-10","15160","7","6.3","6.6905","0"
"2014-11-11","9550","7","6.3","6.6151","0"
"2014-11-12","10730","7","6.3","6.569","0"
"2014-11-13","6565","6.9","6.3","6.5281","0"
"2014-11-14","8565","6.65","6.25","6.3889","0"
"2014-11-17","12675","6.7","6.25","6.4041","0"
"2014-11-18","15850","6.7","6.3","6.4483","0"
"2014-11-19","9800","6.7","6.3","6.5106","0"
"2014-11-20","10485","6.9","6.35","6.6258","0"
"2014-11-24","14278","7.5","6.4","6.875","0"
"2014-11-24","14278","7.5","6.4","6.875","0"
"2014-11-25","12593.1","7.5","6.45","7.1058","0"
"2014-11-26","16473","7.5","6.9","7.2347","0"
"2014-11-27","18025","7.6","6.7","7.1756","0"
"2014-11-28","21865.9","7.35","6.6","7.0045","0"
"2014-12-01","14595","7.25","6.65","6.9382","0"
"2014-12-02","12920","7.15","6.25","6.7573","0"
"2014-12-03","13100","7","6.1","6.6025","0"
"2014-12-04","12620","7","6","6.4897","0"
"2014-12-05","16215","7","6","6.4712","0"
"2014-12-08","22493.7","7.5","6","6.53","0"
"2014-12-09","21111","7.2","6.1","6.5345","0"
"2014-12-10","20000","7.1","6.25","6.5725","0"
"2014-12-11","26625","7.15","6.5","6.8182","0"
"2014-12-15","14190","7","6.25","6.6323","0"
"2014-12-16","15924","7","6.35","6.5807","0"
"2014-12-17","16445","7.15","6.5","6.7058","0"
"2014-12-18","17669","7.25","6.7","6.9319","0"
"2014-12-19","20455","7.5","6.65","7.0263","3400"
"2014-12-22","19095","7.65","7","7.2393","0"
"2014-12-23","19006","7.85","7","7.3656","0"
"2014-12-24","19555","8","7.15","7.58","0"
"2014-12-29","14470","8","7.15","7.6193","0"
"2014-12-30","19695","7.9","7.15","7.5057","0"
"2014-12-31","16305","7.7","6.5","7.2427","0"
"2015-01-02","17763","7.25","6.5","7.0102","0"
"2015-01-05","14640","7.15","6.5","6.9205","0"
"2015-01-06","13965","7.1","6.5","6.8138","0"
"2015-01-07","13870","7.1","6.5","6.693","0"
"2015-01-08","17385","7","6.5","6.6482","0"
"2015-01-09","20990","6.8","6.3","6.5924","0"
"2015-01-12","15010","6.75","6","6.4717","0"
"2015-01-13","24462.5","6.7","6","6.3715","0"
"2015-01-14","16010","6.75","6.05","6.3792","0"
"2015-01-15","13259.7","7","5.85","6.3412","450"
"2015-01-16","23425","7.1","6.2","6.4978","0"
"2015-01-19","12674","7.75","6.4","6.6546","900"
"2015-01-20","15890","7.5","6.5","6.9023","0"
"2015-01-21","18079.6","7.65","6.7","7.1717","0"
"2015-01-23","25127","8.15","7","7.4183","0"
"2015-01-26","23217","8.6","7.25","7.729","0"
"2015-01-27","23440","8.9","7.5","8.0814","0"
"2015-01-28","27797","9","7.8","8.3325","0"
"2015-01-29","27419","9.1","7.9","8.4987","0"
"2015-01-30","23720","9.15","8","8.6402","0"
"2015-02-02","23267","9.15","8.5","8.8072","0"
"2015-02-03","22281","8.25","9.1","8.7499","0"
"2015-02-04","17420","8.9","8","8.441","0"
"2015-02-05","11316","9","7.5","8.1218","0"
"2015-02-06","11775.8","8.25","6.95","7.7133","0"
"2015-02-09","7111","7.8","6.5","7.2753","0"
"2015-02-10","8671","7.8","6.3","7.0415","0"
"2015-02-11","12830","7.35","6","6.5422","0"
"2015-02-12","6830","7","6","6.2339","0"
"2015-02-13","13810","6.25","5.1","5.899","0"
"2015-02-16","15935","6.5","5.1","5.89","0"
"2015-02-17","9655","6.5","5.5","5.9112","0"
"2015-02-18","14624","6.5","5.5","5.9677","0"
"2015-02-19","17006.7","6.5","5.5","6.0352","0"
"2015-02-20","17367","6.5","5.7","6.0823","0"
"2015-02-23","12870","6.5","5.7","6.1506","0"
"2015-02-24","8560","6.5","5.75","6.168","0"
"2015-02-25","9960","6.5","5.8","6.1993","0"
"2015-02-26","13122","6.5","5.7","6.1087","0"
"2015-02-27","16683.4","6.5","5.8","6.1129","0"
"2015-03-02","14203.8","6.4","5.8","6.0736","0"
"2015-03-03","13891.9","6.25","5.8","6.0371","0"
"2015-03-04","14800","6.2","5.8","5.9813","0"
"2015-03-05","10090","6.15","5.5","5.9368","0"
"2015-03-06","9900","6.1","5.5","5.8583","0"
"2015-03-09","17015","6","5.5","5.7728","0"
"2015-03-10","20570","6","5.5","5.8637","0"
"2015-03-11","16714.3","6.2","5.6","5.9254","0"
"2015-03-12","13950","7.6","5.8","6.0121","12000"
"2015-03-13","16347","7.25","5.9","6.2934","0"
"2015-03-16","19753.5","7.25","6","6.4663","0"
"2015-03-17","19655","7.85","6.2","6.6773","0"
"2015-03-18","13505","7.5","6.6","7.0253","0"
"2015-03-19","10125","7.7","7","7.3499","0"
"2015-03-20","13375","8","7.2","7.5533","0"
"2015-03-23","13270","8.15","7.25","7.6593","1340"
"2015-03-24","14888","8.6","7","7.7891","0"
"2015-03-25","13315","8.8","7","7.9656","0"
"2015-03-26","18207","8.7","7.3","8.0942","0"
"2015-03-27","17210","8.5","7.3","8.1248","0"
"2015-03-31","14135","8.75","7.8","8.2515","0"
"2015-04-01","14695","8.7","7.8","8.2204","0"
"2015-04-02","18085","8.7","7.6","8.177","0"
"2015-04-07","16900","8.5","7.75","8.063","0"
"2015-04-08","15165","8.45","7.6","7.9111","0"
"2015-04-09","13370","8.15","7.5","7.7704","0"
"2015-04-10","15495","8.1","7.35","7.6922","0"
"2015-04-13","20430","8.15","7.35","7.7895","5400"
"2015-04-14","23017.2","9","7.5","8.0532","1500"
"2015-04-15","17304.8","8.6","8","8.2934","0"
"2015-04-16","20801.7","8.7","8","8.4186","0"
"2015-04-17","20036.9","9","8.3","8.5721","0"
"2015-04-20","17995","9.1","8.3","8.6508","0"
"2015-04-21","13150","9.25","8.35","8.8095","0"
"2015-04-22","11050","10","8.75","9.0337","1300"
"2015-04-23","15279.1","10","8.3","9.3225","0"
"2015-04-24","18163","11","9.25","9.9066","9000"
"2015-04-27","27075","11.1","9.5","10.0711","300"
"2015-04-28","28237.9","11","9.5","10.1717","0"
"2015-04-29","22080","10.9","9","10.2553","300"
"2015-04-30","29324","11.5","9","10.2786","0"
"2015-05-04","22020","11.25","9.5","10.3727","1300"
"2015-05-05","17940","11.2","10","10.5442","600"
"2015-05-06","21875.9","11.5","9.85","10.6382","0"
"2015-05-07","20496.4","11.3","9.75","10.7176","0"
"2015-05-08","21286.6","11.25","9.8","10.7467","0"
"2015-05-11","14789.3","11.2","8.95","10.5928","0"
"2015-05-12","12420","10.95","8.5","9.6625","0"
"2015-05-13","17152","10.6","8.5","9.4429","0"
"2015-05-14","19875.5","10.55","7.5","9.2919","0"
"2015-05-15","11936","11","9.25","9.5632","4160"
"2015-05-18","21599","11","9","9.7517","150"
"2015-05-19","21421","12","9.7","10.3709","320"
"2015-05-20","17239","12.25","10","11.0101","0"
"2015-05-21","14929","12.5","11","11.4509","1200"
"2015-05-22","11625","12.75","11.45","12.0645","2700"
"2015-05-25","12390.8","13.05","12.1","12.4179","7000"
"2015-05-26","19533","14","12.4","12.7569","0"
"2015-05-27","18000.5","14.2","12.8","13.1753","0"
"2015-05-28","21140","14","12.9","13.3014","0"
"2015-05-29","22002","14","13","13.4879","0"
"2015-06-02","22987","14","13","13.5824","0"
"2015-06-03","22162.4","14","12.75","13.6876","0"
"2015-06-04","21741.6","14.05","12.75","13.81","0"
"2015-06-05","29191.9","14","13","13.6151","0"
"2015-06-08","13180","14","11.5","13.2845","0"
"2015-06-09","8305.38","13.6","9.5","12.0962","0"
"2015-06-10","13013.5","12.5","9.5","10.5366","0"
"2015-06-11","17925","11.5","9","10.191","0"
"2015-06-12","15195","11.35","8","9.7186","0"
"2015-06-15","17067.8","11.15","9.5","10.0156","1980"
"2015-06-16","19343.5","11.5","9.5","10.5602","0"
"2015-06-17","18579.2","12","10","10.8763","0"
"2015-06-18","20307.3","12","10.25","11.2932","0"
"2015-06-19","13018.2","12.5","11","11.5727","0"
"2015-06-22","14052","12.5","11.4","11.7993","0"
"2015-06-23","30064.1","12.5","11.5","11.9795","0"
"2015-06-24","23768","12.5","11.25","12.0784","0"
"2015-06-25","33786.5","12.7","11","12.1049","0"
"2015-06-26","30479","12.6","11.2","12.1749","0"
"2015-06-29","24361.1","12.4","11","11.807","0"
"2015-06-30","21236","12.25","8","10.6609","0"
"2015-07-01","21482.1","11.5","8","9.8458","0"
"2015-07-02","19759.2","11.5","8","9.5314","0"
"2015-07-03","24705","10.25","7.5","8.9073","0"
"2015-07-06","11358","10","7","8.6686","0"
"2015-07-07","12815","9.25","7","8.4596","0"
"2015-07-08","14710","9.1","7","8.0209","0"
"2015-07-09","22590","9.15","7","8.2448","0"
"2015-07-10","20190","10","7.75","8.6832","5700"
"2015-07-13","20310","12.5","8.5","9.4279","0"
"2015-07-14","27633","12.5","8.5","10.3412","0"
"2015-07-15","21019.8","13","10.35","11.5722","325"
"2015-07-16","16452.7","13.5","11.5","12.7576","9050"
"2015-07-17","13609.3","14.5","12.5","13.6129","5000"
"2015-07-20","17333","15","13","14.2728","0"
"2015-07-21","20909.5","15.8","14.2","14.7861","0"
"2015-07-22","15673.7","16.5","14.7","15.422","2500"
"2015-07-23","17763","17","14.25","16.3769","3000"
"2015-07-24","20696.8","17.5","15.75","16.9627","0"
"2015-07-27","25721","18","15","17.2699","0"
"2015-07-28","31192.8","18.5","15.5","17.6577","0"
"2015-07-29","28775.2","19","17.25","17.9969","0"
"2015-07-30","28075.4","19.5","17.5","18.4628","0"
"2015-07-31","26958.6","20","18.45","19.2121","80"
"2015-08-03","26108.7","21","19.3","19.817","0"
"2015-08-04","25089.4","22","19.8","20.4375","0"
"2015-08-05","22739.9","23","20.5","21.2682","0"
"2015-08-06","29903.9","24","21","22.1811","0"
"2015-08-07","32831.6","25","22","22.9352","0"
"2015-08-10","31603.6","25","20.5","23.0308","0"
"2015-08-11","27948","26","20","23.5842","0"
"2015-08-12","27499.5","26","21","23.9267","0"
"2015-08-13","24428","26.25","21","24.0373","0"
"2015-08-14","23186","26","14","20.9107","0"
"2015-08-17","23509.5","24","14","18.9258","0"
"2015-08-18","29303","23","14","17.3212","0"
"2015-08-19","28680","19","14","15.9747","0"
"2015-08-20","32809.6","19","13.75","15.3399","0"
"2015-08-21","35860.3","17","13.5","15.3113","0"
"2015-08-24","40463","17","13.5","15.0918","0"
"2015-08-25","32501.7","17.1","14","15.1679","0"
"2015-08-26","29852","17.1","14","15.2786","0"
"2015-08-27","36587","16.9","14","15.1767","0"
"2015-08-28","23615","16","14","14.784","0"
"2015-08-31","19694","15.5","13.6","14.4562","0"
"2015-09-01","20403","15.25","13","13.9304","0"
"2015-09-02","11815","15","13","13.9121","0"
"2015-09-03","11020","14.5","13","13.8338","0"
"2015-09-04","18615","13.95","11","13.6489","0"
"2015-09-07","19609.2","14","12","13.2626","0"
"2015-09-08","13090","14.25","12","13.1115","0"
"2015-09-09","11975","14.25","12.2","12.9221","0"
"2015-09-10","15220","14.5","12.5","13.4389","2960"
"2015-09-11","24155","20","13.25","15.3481","0"
"2015-09-14","21350","22.4","15","18.3956","0"
"2015-09-15","26626","23","18","20.5641","0"
"2015-09-16","26581","24","20","21.9252","0"
"2015-09-17","28095","25","21.9","23.3978","0"
"2015-09-18","32964","25.75","23","24.5569","0"
"2015-09-21","27214.5","26.85","24","25.2328","0"
"2015-09-22","26608.8","27.25","24.5","25.6724","0"
"2015-09-23","29569.8","27.05","24","25.7934","0"
"2015-09-24","31579.7","27","23","25.6398","0"
"2015-09-25","27380.2","27.85","23","25.6165","0"
"2015-09-28","30506.8","28","24","25.8379","0"
"2015-09-29","33084.4","28","24","25.7758","0"
"2015-09-30","33193.9","27.05","21.5","24.7696","0"
"2015-10-01","32687.9","26","20","22.3654","0"
"2015-10-02","26036.8","23.5","15","19.5562","0"
"2015-10-05","32705","22.5","15","18.1622","0"
"2015-10-06","34803.6","21.5","15","17.2604","0"
"2015-10-07","43538.5","21","11","15.8175","0"
"2015-10-08","31433.5","17.5","11","14.5646","0"
"2015-10-09","25028.5","15.5","11","13.53","0"
"2015-10-12","20380","15","10.5","12.9314","0"
"2015-10-13","25274.2","15","10.5","13.1286","0"
"2015-10-14","16015.9","15","11","13.4014","2340"
"2015-10-15","14021.4","15.1","12","13.5158","2608.8"
"2015-10-16","23013.5","16","12.5","13.8986","8061.8"
"2015-10-19","15628.3","16.25","13","14.8155","8911.8"
"2015-10-21","16742","16.25","14","15.0621","1798"
"2015-10-22","20322.9","16.5","11","14.4201","3186"
"2015-10-23","20401.8","16","11","13.7899","400"
"2015-10-26","16830.4","16","11","13.3902","0"
"2015-10-27","18574.8","15","11","13.3164","0"
"2015-10-28","20468.9","16","11","13.3178","0"
"2015-10-29","16444.2","16","9","13.2112","500"
"2015-10-30","15183.1","16","9","12.7932","0"
"2015-11-02","18299","15","8","11.1381","0"
"2015-11-03","16264.9","14","8.5","10.6258","0"
"2015-11-04","16093.4","14","8","10.1949","0"
"2015-11-05","13263.3","14","6.5","9.2854","0"
"2015-11-06","6837","13.5","6.5","9.623","660"
"2015-11-09","4920","13","6.5","10.19","396"
"2015-11-10","9132","13","6","9.9","0"
"2015-11-11","6035","13.5","6","10.2104","160"
"2015-11-12","10780","14","6","10.9058","180"
"2015-11-13","8670","14.5","6","10.9994","0"
"2015-11-16","5640","13.5","6","10.5146","0"
"2015-11-18","3685","13.5","6","10.5319","0"
"2015-11-18","7110","14","4","8.9388","0"
"2015-11-19","14540","13.5","4","7.3131","0"
"2015-11-20","13560","13.5","4","6.4362","0"
"2015-11-23","8325","12.5","4","5.9989","0"
"2015-11-24","8105","12","4","5.2758","0"
"2015-11-25","11250","12","3.5","5.1064","0"
"2015-11-27","6290","12","3.5","5.8816","0"
"2015-11-30","6150","10","4","6.2366","0"
"2015-12-01","9300","9","4","5.336","0"
"2015-12-02","8850","11.5","3.5","5.0763","0"
"2015-12-03","12720","11.5","1","4.7569","0"
"2015-12-04","18425","10","3","4.4897","0"
"2015-12-07","13840","10","3","4.0695","0"
"2015-12-08","11600","9.25","3","4.0113","0"
"2015-12-09","9175","8.75","3","4.2267","0"
"2015-12-10","8270","8.75","3","4.133","0"
"2015-12-11","6535","8.75","3","4.4143","0"
"2015-12-14","9150","8.5","3","4.9825","0"
"2015-12-15","12425","8","3","4.3861","0"
"2015-12-16","18389","10","3","4.219","3000"
"2015-12-17","18449","10","3","4.7726","0"
"2015-12-18","24684","11","3","4.7304","0"
"2015-12-21","15254","10.5","3","5.083","0"
"2015-12-22","18589","10","3","5.611","0"
"2015-12-23","20724","10","4.5","6.081","0"
"2015-12-24","26294","11","3.75","6.4511","0"
"2015-12-28","13229","11","4.5","7.6491","0"
"2015-12-29","16960","12.1","4.5","6.7276","0"
"2015-12-30","17585","11","4.5","6.1727","0"
"2015-12-31","13740","11","5","6.869","0"
"2016-01-04","6590","11","5","7.5197","0"
"2016-01-05","10625","11.5","4.5","7.2671","0"
"2016-01-06","16230","12.5","4.5","6.6538","0"
"2016-01-07","12205","11","4","5.6585","0"
"2016-01-08","11950","10.3","3","5.2941","0"
"2016-01-11","11350","10","3","5.2577","0"
"2016-01-13","9200","12.5","1","5.1288","0"
"2016-01-14","8030","10","1","3.5747","0"
"2016-01-15","8050","8.5","2","4.6177","0"
"2016-01-18","15850","10","3.5","4.9628","0"
"2016-01-19","18285","10","3","5.4497","0"
"2016-01-20","15790","10","4.5","5.604","0"
"2016-01-21","19099","9.5","5","6.2458","0"
"2016-01-22","24055","12.5","5","6.9154","0"
"2016-01-25","27395","13","6","7.2617","0"
"2016-01-26","27060","11.75","6.25","7.3508","0"
"2016-01-27","25875","11","6.5","7.52","0"
"2016-01-28","16535","11.5","6","7.4309","0"
"2016-01-29","18920","10.6","4.5","6.7374","0"
"2016-02-01","25985","10.5","4","6.0153","0"
"2016-02-02","18855","11","3.75","5.5565","0"
"2016-02-03","18595","10","2.5","4.9553","0"
"2016-02-04","17765","10.5","3","4.7855","0"
"2016-02-05","21505","8.75","3","4.0895","0"
"2016-02-08","9780","7.5","3","4.0552","0"
"2016-02-09","16050","7.5","3","3.8682","0"
"2016-02-09","16050","7.5","3","3.8682","0"
"2016-02-10","15085","7.5","3","3.7539","0"
"2016-02-11","15705","8","3","4.6843","0"
"2016-02-12","11780","9.5","2.5","5.9535","0"
"2016-02-15","7860","10.5","3","5.3604","0"
"2016-02-16","9830","9","3","5.0214","0"
"2016-02-17","16020","10.5","2.5","4.9541","0"
"2016-02-18","14750","10","3.25","4.7331","0"
"2016-02-19","15580","9.5","3","4.4164","0"
"2016-02-22","12265","9","3","4.1741","0"
"2016-02-23","16785","8","3","3.7462","0"
"2016-02-24","12186","7","3","3.7408","0"
"2016-02-25","14101","7","3","3.7737","0"
"2016-02-26","21440","7","3","3.7095","0"
"2016-02-29","26225","7","3","3.9073","0"
"2016-03-01","17302","7.5","3","4.0856","880"
"2016-03-02","12580","10.5","3.25","4.3246","0"
"2016-03-03","10035","7.5","3","4.2823","0"
"2016-03-04","4205","7.25","3","4.6497","0"
"2016-03-07","4070","7","3.5","4.9493","0"
"2016-03-08","4890","7","3.5","4.9693","0"
"2016-03-09","5635","7","3","4.3048","0"
"2016-03-10","7870","7.5","3","4.0726","0"
"2016-03-11","8370","7.5","2.5","3.7127","0"
"2016-03-14","10815","7.5","2.25","3.7767","0"
"2016-03-15","6736","8","2.25","3.7263","0"
"2016-03-16","7830","8","2.25","3.8231","0"
"2016-03-17","7820","9","2.25","4.0307","0"
"2016-03-18","5960","8","2.25","3.7722","0"
"2016-03-21","9556","7","2.25","3.6459","5500"
"2016-03-22","13445","9","2.25","3.5268","0"
"2016-03-23","15845","7","2.25","3.9358","4740"
"2016-03-24","24760","8","2.5","4.1031","0"
"2016-03-29","20855","8","2.5","4.0617","1440"
"2016-03-30","13905","9","2.75","4.372","0"
"2016-03-30","13085","8","2.75","3.7523","0"
"2016-04-01","9615","9.5","2.75","4.3237","0"
"2016-04-04","6035","9.5","3","4.2357","0"
"2016-04-05","8635","8","3","4.4528","0"
"2016-04-06","9540","8","3","3.8077","0"
"2016-04-07","8300","5","3","3.8506","0"
"2016-04-08","4400","8","3","4.142","0"
"2016-04-11","5250","8","3","4.3952","0"
"2016-04-12","3950","6","3.85","4.2532","0"
"2016-04-13","5800","8","3","4.0388","0"
"2016-04-14","8300","6.5","3","3.6566","0"
"2016-04-15","5100","7.5","2.9","3.6069","0"
"2016-04-18","4180","5.5","3","3.317","0"
"2016-04-19","3535","7","2.95","3.4272","0"
"2016-04-20","3450","6","2.9","3.342","0"
"2016-04-21","1710","7.5","2.9","3.7865","0"
"2016-04-22","8780","7.5","3","3.7284","0"
"2016-04-25","6800","6","2.5","3.7794","0"
"2016-04-26","10050","6","3.4","3.7751","0"
"2016-04-27","3950","6","3","3.6778","0"
"2016-04-28","2900","6","2.85","3.9216","0"
"2016-04-29","7125","6","2.5","4.0458","0"
"2016-05-03","6800","6","3.25","4.1511","0"
"2016-05-04","5700","6","3","4.2482","0"
"2016-05-05","6850","6","3","4.0679","0"
"2016-05-06","7250.45","6","2.85","3.9104","0"
"2016-05-09","15760","6","3","3.7928","0"
"2016-05-10","11457","12","3","3.6922","0"
"2016-05-11","10735","6","2.5","3.4574","0"
"2016-05-12","12350","6","2.85","3.2648","0"
"2016-05-13","12055","6","2.75","3.2451","0"
"2016-05-16","4050","6","3.25","4.0519","0"
"2016-05-17","6000","6","2.8","3.7313","0"
"2016-05-18","7700","6","2.8","3.5338","0"
"2016-05-19","950","6","3.7","4.7579","0"
"2016-05-20","1450","6","4.5","5.4431","0"
"2016-05-23","10400","6","2.75","4.001","0"
"2016-05-24","10110","7.25","2.75","3.8778","0"
"2016-05-26","8900","6","2.75","3.4213","0"
"2016-05-27","8030","6","2","3.0672","0"
"2016-05-30","8700","6","2.75","3.1609","0"
"2016-05-31","13450","7","2","3.0604","0"
"2016-06-02","11480","6","2","2.4453","0"
"2016-06-03","11970","4.5","2","2.3087","0"
"2016-06-06","18960","6.5","2","2.3022","0"
"2016-06-07","16900","6","2","2.2812","0"
"2016-06-08","19680","6","2","2.2128","0"
"2016-06-09","9180","6","2","2.2298","0"
"2016-06-10","5605","6","2","2.7507","0"
"2016-06-13","4890","6","1","2.6564","0"
"2016-06-14","5735","6.5","1.75","2.5344","0"
"2016-06-15","7100","6","2.2","2.7701","0"
"2016-06-16","7050","6","2.25","2.9908","0"
"2016-06-17","7800","6","2.45","3.0679","0"
"2016-06-20","11658","6","3","3.4989","0"
"2016-06-21","14955","6","3","4.5296","0"
"2016-06-22","19400","7","4","5.5557","0"
"2016-06-23","11150","8","5.56","7.0761","0"
"2016-06-24","8700","10.5","7","7.9463","0"
"2016-06-27","14350","10","7.5","8.253","0"
"2016-06-28","10725","10.5","7.5","8.6352","0"
"2016-06-29","20400","10.5","7.5","8.8586","0"
"2016-06-30","21715","11","6","9.1379","0"
"2016-07-01","16305","11","7.25","8.7297","0"
"2016-07-04","11620","11","7","8.7676","0"
"2016-07-05","8400","11","6.8","8.6911","0"
"2016-07-08","4706","11","3","8.8093","0"
"2016-07-11","6930","11","4","6.6627","0"
"2016-07-12","10300","11","4","5.3568","0"
"2016-07-13","16090","10.5","4","4.825","0"
"2016-07-14","16970","10","3.75","4.4589","0"
"2016-07-15","13875","10","3.55","4.3265","0"
"2016-07-18","8725","11","3","4.6676","0"
"2016-07-19","9930","11","2","4.0529","0"
"2016-07-20","10300","10","2.85","3.5277","0"
"2016-07-21","17550","9","2.85","3.706","0"
"2016-07-22","24150","10","3.5","4.0726","0"
"2016-07-25","19305","7.5","3.7","4.8024","0"
"2016-07-26","13935","8","4.25","5.6884","0"
"2016-07-27","16100","8.5","5","5.6964","0"
"2016-07-28","12330","7","5","5.7908","0"
"2016-07-29","17690","7.5","4.75","5.5786","0"
"2016-08-01","21550","8","5","5.9784","0"
"2016-08-02","21245","9","5.25","6.2962","0"
"2016-08-03","17660","9","5.5","6.2687","0"
"2016-08-04","17250","9","5","6.1988","0"
"2016-08-05","19800","8.5","4.5","5.7826","0"
"2016-08-08","21200","8","4.5","5.3277","0"
"2016-08-09","21730","8","4","5.0476","0"
"2016-08-10","15200","8","4","4.5459","0"
"2016-08-11","17950","8","4","4.2641","0"
"2016-08-12","23380","8","3.5","4.3663","0"
"2016-08-15","15040","8","3.5","4.2573","0"
"2016-08-16","15410","8","3.5","4.2437","0"
"2016-08-17","19050","8","3.5","4.1324","0"
"2016-08-18","18630","7.3","3.25","4.0172","0"
"2016-08-19","14060","8","3.25","4.0708","0"
"2016-08-22","13250","7.5","3.5","4.1191","80"
"2016-08-23","21800","7","3.5","3.9144","1500"
"2016-08-24","14100","7.5","3.5","4.2012","240"
"2016-08-25","10180","8","3.85","4.5467","0"
"2016-08-26","7055","8.5","4","5.6243","0"
"2016-08-29","10000","6.5","4.5","5.7021","0"
"2016-08-30","14780","8.5","4.75","5.5701","0"
"2016-08-31","12560","8.5","4","5.3642","0"
"2016-09-01","10950","8.5","4","4.8","0"
"2016-09-02","13970","8","3.75","4.384","0"
"2016-09-05","12585","8","3.5","4.0719","0"
"2016-09-06","12210","8","3","3.7133","0"
"2016-09-07","10995","8","2.75","3.1611","0.2"
"2016-09-08","9455","6.5","2.75","3.0623","0"
"2016-09-09","5870","6.5","2.5","2.9395","0"
"2016-09-13","1555","6.5","3","4.7203","0"
"2016-09-14","5195","6","2.5","2.9124","0"
"2016-09-15","8875","6","2.5","3.0972","0"
"2016-09-16","8800","5","2.5","3.0091","0"
"2016-09-19","15350","5.75","2.5","3.2482","0"
"2016-09-20","13100","6","2.5","3.1798","0"
"2016-09-21","11500","7.35","2.75","3.3502","0"
"2016-09-22","10580","7.5","3","5.7323","0"
"2016-09-23","15895","7.5","4.5","6.2491","0"
"2016-09-26","19156","7.5","4.5","6.1953","0"
"2016-09-27","23478","7.75","4.7","6.3757","0"
"2016-09-28","23088","7.75","4","6.4532","0"
"2016-09-29","23340","7.75","4.8","6.6439","0"
"2016-09-30","12100","8","3","6.3157","0"
"2016-10-03","12090","7.75","3.5","5.2754","0"
"2016-10-04","17670","7.75","3.5","5.24","0"
"2016-10-05","14670","7.75","3.5","4.5239","0"
"2016-10-06","20300","7.75","3","4.0248","0"
"2016-10-07","19890","7.5","2.75","3.5348","0"
"2016-10-10","12640","7.5","2.75","3.3991","0"
"2016-10-11","16700","7.5","2.75","3.126","0"
"2016-10-12","14250","7.4","2.5","3.1416","0"
"2016-10-13","5300","7.5","2.5","3.567","0"
"2016-10-14","9950","7.5","2","3.3771","0"
"2016-10-17","10650","7.4","2","3.8852","0"
"2016-10-18","13050","7.4","2.5","4.0952","0"
"2016-10-19","17650","7.5","2.5","4.2062","0"
"2016-10-21","30940","7.5","3","4.3447","0"
"2016-10-24","20930","7.5","3.25","4.386","0"
"2016-10-25","10310","10","3.25","4.7553","0"
"2016-10-26","15378","10","3","4.046","0"
"2016-10-27","13178","9.5","2.75","4.0289","0"
"2016-10-28","9958","10","3","4.7981","0"
"2016-10-31","11480","10","2.5","4.2027","0"
"2016-11-01","9980","9.5","2.5","3.7777","0"
"2016-11-02","8550","9.5","2.5","4.152","0"
"2016-11-03","17550","9","2.5","3.7926","0"
"2016-11-04","17210","9","2.5","3.4399","0"
"2016-11-07","17800","8","2.4","3.4882","0"
"2016-11-08","10750","8","2.4","4.0633","0"
"2016-11-09","10825","10","2.5","4.5277","0"
"2016-11-10","9206","10","2.85","5.4746","0"
"2016-11-11","19125","10","3.5","5.5875","2500"
"2016-11-14","19615.9","10","3.5","5.7905","0"
"2016-11-15","9680","10.5","3","4.5031","0"
"2016-11-16","11680","9.5","3","4.8504","0"
"2016-11-17","10110","9","3","4.7985","0"
"2016-11-18","12400","10","3","5.329","0"
"2016-11-21","17745","10","3","4.9393","0"
"2016-11-22","14605","10.5","3.1","5.3334","0"
"2016-11-23","10075","10","5.2","6.1359","0"
"2016-11-24","15600","10","4","5.9206","0"
